時間,airline_code,destination,price
2026-06-13 14:15,BR,LAX,22000
2026-06-13 14:15,CI,CDG,22000
2026-06-13 14:15,TRIP.COM,SVU,22352
2026-06-13 14:15,AVIAKASSA,MEX,23184
2026-06-13 14:15,CI,FRA,23500
2026-06-13 14:15,WINGIE,DOH,23505
2026-06-13 14:15,KIWI.COM,SWF,23791
2026-06-13 14:15,VAYAMA,ONT,23840
2026-06-13 14:15,BR,JFK,24500
2026-06-13 14:15,CI,LAX,25000
2026-06-13 14:15,KIWI.COM,ZQN,25636
2026-06-13 14:15,JX,YVR,27500
2026-06-13 14:15,JX,LAX,28500
2026-06-13 14:15,CITY.TRAVEL,MHQ,29377
2026-06-13 14:15,KUPI.COM,SJC,29437
2026-06-13 14:15,JX,SFO,29500
2026-06-13 14:15,WINGIE,IBZ,29849
2026-06-13 14:15,JX,JFK,31000
2026-06-13 14:15,VAYAMA,DUR,31243
2026-06-13 14:15,KIWI.COM,REK,52225
2026-06-13 14:15,ONETWOTRIP,OAK,97970
2026-06-14 04:50,AK,MNL,1099
2026-06-14 04:50,AK,KUL,1199
2026-06-14 04:50,IT,OKA,1299
2026-06-14 04:50,AK,BKK,1299
2026-06-14 04:50,AK,SGN,1349
2026-06-14 04:50,AK,HAN,1399
2026-06-14 04:50,IT,KIX,1499
2026-06-14 04:50,IT,PUS,1499
2026-06-14 04:50,TR,KUL,1499
2026-06-14 04:50,AK,SIN,1499
2026-06-14 04:50,AK,DAD,1499
2026-06-14 04:50,IT,FUK,1599
2026-06-14 04:50,TR,BKK,1599
2026-06-14 04:50,3K,BKK,1599
2026-06-14 04:50,IT,ICN,1699
2026-06-14 04:50,IT,DMK,1699
2026-06-14 04:50,MM,OKA,1699
2026-06-14 04:50,TR,ICN,1699
2026-06-14 04:50,AK,HKT,1699
2026-06-14 04:50,3K,KUL,1699
2026-06-14 04:50,IT,NRT,1799
2026-06-14 04:50,TR,SGN,1799
2026-06-14 04:50,AK,CGK,1799
2026-06-14 04:50,3K,HAN,1799
2026-06-14 04:50,MM,FUK,1899
2026-06-14 04:50,MM,ICN,1899
2026-06-14 04:50,TR,SIN,1899
2026-06-14 04:50,3K,SIN,1899
2026-06-14 04:50,IT,BKK,1999
2026-06-14 04:50,MM,KIX,1999
2026-06-14 04:50,MM,NGO,1999
2026-06-14 04:50,AK,DPS,1999
2026-06-14 04:50,TRIP.COM,TTT,2080
2026-06-14 04:50,TRIP.COM,KNH,2177
2026-06-14 04:50,MM,NRT,2199
2026-06-14 04:50,TR,DPS,2199
2026-06-14 04:50,KUPI.COM,HKG,2203
2026-06-14 04:50,KIWI.COM,MNL,2219
2026-06-14 04:50,IT,CTS,2299
2026-06-14 04:50,IT,SIN,2299
2026-06-14 04:50,MM,CTS,2499
2026-06-14 04:50,KIWI.COM,BKK,2656
2026-06-14 04:50,IT,XMN,2799
2026-06-14 04:50,KIWI.COM,OKA,2814
2026-06-14 04:50,АВИАСЕЙЛС,SEL,2824
2026-06-14 04:50,IT,PVG,2999
2026-06-14 04:50,АВИАСЕЙЛС,HAN,3055
2026-06-14 04:50,BILETIX,PUS,3517
2026-06-14 04:50,WINGIE,SGN,3537
2026-06-14 04:50,CITY.TRAVEL,DPS,3568
2026-06-14 04:50,FARERA,MFM,3637
2026-06-14 04:50,CITY.TRAVEL,KUL,3781
2026-06-14 04:50,CITY.TRAVEL,SHA,3824
2026-06-14 04:50,CITY.TRAVEL,HKT,4000
2026-06-14 04:50,АВИАСЕЙЛС,SIN,4005
2026-06-14 04:50,XX,SHA,4059
2026-06-14 04:50,TRIP.COM,OSA,4139
2026-06-14 04:50,FARERA,BJS,4333
2026-06-14 04:50,MYTRIP.COM,OKJ,4365
2026-06-14 04:50,GOTOGATE,CJU,4394
2026-06-14 04:50,CITY.TRAVEL,HGH,4443
2026-06-14 04:50,FARERA,TYO,4445
2026-06-14 04:50,CITY.TRAVEL,SAI,4448
2026-06-14 04:50,TRIP.COM,CNX,4458
2026-06-14 04:50,CI,XMN,4500
2026-06-14 04:50,TRIP.COM,SYX,4598
2026-06-14 04:50,KIWI.COM,CRK,4739
2026-06-14 04:50,CI,PVG,4800
2026-06-14 04:50,BILETIX,JKT,4860
2026-06-14 04:50,TRIP.COM,NGO,4868
2026-06-14 04:50,FARERA,DAD,4933
2026-06-14 04:50,TRIP.COM,BJS,5093
2026-06-14 04:50,CI,CAN,5200
2026-06-14 04:50,BR,PVG,5200
2026-06-14 04:50,CITY.TRAVEL,NGB,5225
2026-06-14 04:50,KUPI.COM,CEB,5319
2026-06-14 04:50,MEGO.TRAVEL,NHA,5397
2026-06-14 04:50,BR,HGH,5400
2026-06-14 04:50,FARERA,SUB,5470
2026-06-14 04:50,TRIP.COM,ISG,5500
2026-06-14 04:50,BR,PEK,5500
2026-06-14 04:50,CLICKAVIA,SIA,5524
2026-06-14 04:50,CI,PEK,5800
2026-06-14 04:50,TRIP.COM,CAN,5911
2026-06-14 04:50,TRIP.COM,HAK,5939
2026-06-14 04:50,CITY.TRAVEL,WUH,6001
2026-06-14 04:50,TRIP.COM,CSX,6008
2026-06-14 04:50,XX,CAN,6178
2026-06-14 04:50,CI,CTU,6200
2026-06-14 04:50,TRIP.COM,SPK,6220
2026-06-14 04:50,MYTRIP.COM,FOC,6281
2026-06-14 04:50,CLICKAVIA,HIJ,6341
2026-06-14 04:50,ONETWOTRIP.COM,PQC,6356
2026-06-14 04:50,WINGIE,TAO,6519
2026-06-14 04:50,TRIP.COM,RGN,6567
2026-06-14 04:50,TRIP.COM,SZX,6570
2026-06-14 04:50,XX,TAO,6607
2026-06-14 04:50,TRIP.COM,YNJ,6634
2026-06-14 04:50,MYTRIP.COM,XMN,6655
2026-06-14 04:50,TRIP.COM,KHN,6704
2026-06-14 04:50,WINGIE,XMN,6731
2026-06-14 04:50,KUPI.COM,KMJ,6733
2026-06-14 04:50,FARERA,CGO,6735
2026-06-14 04:50,CITY.TRAVEL,CKG,6749
2026-06-14 04:50,MYTRIP.COM,CKG,6878
2026-06-14 04:50,WINGIE,KMG,7023
2026-06-14 04:50,XX,CKG,7099
2026-06-14 04:50,FLIGHTNETWORK,DLC,7158
2026-06-14 04:50,BR,ICN,7200
2026-06-14 04:50,WINGIE,TAE,7382
2026-06-14 04:50,CITY.TRAVEL,MPH,7480
2026-06-14 04:50,TRIP.COM,TAO,7514
2026-06-14 04:50,KIWI.COM,KCZ,7558
2026-06-14 04:50,KIWI.COM,SZX,7590
2026-06-14 04:50,CITY.TRAVEL,FUK,7649
2026-06-14 04:50,GOTOGATE,HPH,7678
2026-06-14 04:50,АВИАСЕЙЛС,CTU,7715
2026-06-14 04:50,WINGIE,TNA,7742
2026-06-14 04:50,XX,SZX,7794
2026-06-14 04:50,CI,ICN,7800
2026-06-14 04:50,KUPI.COM,YIW,7812
2026-06-14 04:50,MYTRIP.COM,TAS,7854
2026-06-14 04:50,TR,SYD,7999
2026-06-14 04:50,AVIAKASSA,BWN,8045
2026-06-14 04:50,Т-БАНК,MOW,8230
2026-06-14 04:50,TRIP.COM,MEL,8443
2026-06-14 04:50,KIWI.COM,FSZ,8443
2026-06-14 04:50,CI,KIX,8500
2026-06-14 04:50,JX,ICN,8500
2026-06-14 04:50,TR,MEL,8500
2026-06-14 04:50,KIWI.COM,KMQ,8538
2026-06-14 04:50,BR,NRT,8800
2026-06-14 04:50,3K,SYD,8999
2026-06-14 04:50,CI,NRT,9200
2026-06-14 04:50,JX,KIX,9200
2026-06-14 04:50,TRIP.COM,VTE,9487
2026-06-14 04:50,KIWI.COM,BPN,9487
2026-06-14 04:50,BR,SIN,9500
2026-06-14 04:50,3K,MEL,9500
2026-06-14 04:50,VAYAMA,SYD,9609
2026-06-14 04:50,TRIP.COM,KMI,9676
2026-06-14 04:50,FLIGHTNETWORK,KTM,9706
2026-06-14 04:50,TURNA.COM,ALA,9733
2026-06-14 04:50,KIWI.COM,HKD,9740
2026-06-14 04:50,JX,NRT,9800
2026-06-14 04:50,AVIAKASSA,MLE,10241
2026-06-14 04:50,CI,BKK,10500
2026-06-14 04:50,KIWI.COM,CMB,10538
2026-06-14 04:50,CITY.TRAVEL,NQZ,10567
2026-06-14 04:50,KIWI.COM,PER,10569
2026-06-14 04:50,KIWI.COM,AOJ,10715
2026-06-14 04:50,TRIP.COM,LZO,10878
2026-06-14 04:50,GOTOGATE,DEL,10915
2026-06-14 04:50,АВИАСЕЙЛС,LED,10939
2026-06-14 04:50,KIWI.COM,UBN,11004
2026-06-14 04:50,TRIP.COM,MSQ,11068
2026-06-14 04:50,CI,SIN,11200
2026-06-14 04:50,KUPI.COM,DXB,11344
2026-06-14 04:50,AVIAKASSA,UFA,11468
2026-06-14 04:50,JX,BKK,11500
2026-06-14 04:50,FARERA,PAR,11669
2026-06-14 04:50,ONETWOTRIP.COM,HEL,11676
2026-06-14 04:50,JX,SIN,12000
2026-06-14 04:50,TRIP.COM,NAG,12016
2026-06-14 04:50,CITY.TRAVEL,ROM,12071
2026-06-14 04:50,TRIP.COM,ROR,12105
2026-06-14 04:50,MYTRIP.COM,MIL,12325
2026-06-14 04:50,AVIAKASSA,TJM,12387
2026-06-14 04:50,KIWI.COM,ATH,12402
2026-06-14 04:50,АВИАСЕЙЛС,VVO,12816
2026-06-14 04:50,GOTOGATE,BUD,12923
2026-06-14 04:50,BILETIX,SEA,13285
2026-06-14 04:50,MYTRIP.COM,SOF,13289
2026-06-14 04:50,KUPI.COM,AKL,13562
2026-06-14 04:50,KUPI.COM,AMS,13629
2026-06-14 04:50,ONETWOTRIP.COM,FRA,13773
2026-06-14 04:50,AVIAKASSA,IST,13960
2026-06-14 04:50,MYTRIP.COM,YVR,13997
2026-06-14 04:50,ONETWOTRIP.KZ,BAK,14197
2026-06-14 04:50,АВИАСЕЙЛС,IKT,14378
2026-06-14 04:50,GOTOGATE,SKP,14420
2026-06-14 04:50,KUPI.COM,KZN,14604
2026-06-14 04:50,GOTOGATE,HAM,14669
2026-06-14 04:50,ONETWOTRIP.COM,BSZ,14675
2026-06-14 04:50,GOTOGATE,TNN,14764
2026-06-14 04:50,GOTOGATE,MUC,14898
2026-06-14 04:50,TRIP.COM,BCN,15266
2026-06-14 04:50,CLICKAVIA,OVB,15416
2026-06-14 04:50,MYTRIP.COM,VIE,15479
2026-06-14 04:50,KUPI.COM,SHJ,15582
2026-06-14 04:50,KUPI.COM,BOD,15767
2026-06-14 04:50,AVIAKASSA,SOQ,15977
2026-06-14 04:50,KUPI.COM,AER,16074
2026-06-14 04:50,KUPI.COM,AYT,16092
2026-06-14 04:50,AVIAKASSA,LAX,16147
2026-06-14 04:50,FARERA,GVA,16159
2026-06-14 04:50,SMARTFLIGHT,CPH,16228
2026-06-14 04:50,CITY.TRAVEL,NBC,16356
2026-06-14 04:50,AVIAKASSA,SFO,16646
2026-06-14 04:50,KUPI.COM,KJA,16694
2026-06-14 04:50,MYTRIP.COM,WAW,16826
2026-06-14 04:50,AVIAKASSA,HNL,17022
2026-06-14 04:50,ONETWOTRIP.COM,RMO,17030
2026-06-14 04:50,KUPI.COM,TLS,17065
2026-06-14 04:50,KIWI.COM,TGD,17108
2026-06-14 04:50,AVIAKASSA,TBS,17234
2026-06-14 04:50,KUPI.COM,PEE,17523
2026-06-14 04:50,GOTOGATE,YYC,17788
2026-06-14 04:50,KUPI.COM,KHV,17835
2026-06-14 04:50,TRIP.COM,BER,17986
2026-06-14 04:50,CITY.TRAVEL,ADL,17993
2026-06-14 04:50,TRIP.COM,YTO,18302
2026-06-14 04:50,UBFLY,STO,18457
2026-06-14 04:50,KUPI.COM,LCA,18844
2026-06-14 04:50,CITY.TRAVEL,NYC,19592
2026-06-14 04:50,GOTOGATE,JNB,19644
2026-06-14 04:50,KUPI.COM,SSH,19719
2026-06-14 04:50,BR,LHR,19800
2026-06-14 04:50,BR,AMS,20500
2026-06-14 04:50,AVIAKASSA,LYS,20759
2026-06-14 04:50,KIWI.COM,ZRH,20807
2026-06-14 04:50,TRIP.COM,EVN,20849
2026-06-14 04:50,ONETWOTRIP.COM,PBH,20997
2026-06-14 04:50,BR,CDG,21500
2026-06-14 04:50,CI,AMS,21800
2026-06-14 04:50,BR,LAX,22000
2026-06-14 04:50,CI,CDG,22000
2026-06-14 04:50,TRIP.COM,SVU,22223
2026-06-14 04:50,AVIAKASSA,MEX,23050
2026-06-14 04:50,CI,FRA,23500
2026-06-14 04:50,KIWI.COM,SWF,23653
2026-06-14 04:50,VAYAMA,ONT,23702
2026-06-14 04:50,BR,JFK,24500
2026-06-14 04:50,CI,LAX,25000
2026-06-14 04:50,KIWI.COM,ZQN,25487
2026-06-14 04:50,JX,YVR,27500
2026-06-14 04:50,JX,LAX,28500
2026-06-14 04:50,CITY.TRAVEL,MHQ,29207
2026-06-14 04:50,KUPI.COM,SJC,29267
2026-06-14 04:50,JX,SFO,29500
2026-06-14 04:50,JX,JFK,31000
2026-06-14 04:50,VAYAMA,DUR,31062
2026-06-14 04:50,ONETWOTRIP,OAK,97402
2026-06-14 14:19,AK,MNL,1099
2026-06-14 14:19,AK,KUL,1199
2026-06-14 14:19,IT,OKA,1299
2026-06-14 14:19,AK,BKK,1299
2026-06-14 14:19,AK,SGN,1349
2026-06-14 14:19,AK,HAN,1399
2026-06-14 14:19,IT,KIX,1499
2026-06-14 14:19,IT,PUS,1499
2026-06-14 14:19,TR,KUL,1499
2026-06-14 14:19,AK,SIN,1499
2026-06-14 14:19,AK,DAD,1499
2026-06-14 14:19,IT,FUK,1599
2026-06-14 14:19,TR,BKK,1599
2026-06-14 14:19,3K,BKK,1599
2026-06-14 14:19,IT,ICN,1699
2026-06-14 14:19,IT,DMK,1699
2026-06-14 14:19,MM,OKA,1699
2026-06-14 14:19,TR,ICN,1699
2026-06-14 14:19,AK,HKT,1699
2026-06-14 14:19,3K,KUL,1699
2026-06-14 14:19,IT,NRT,1799
2026-06-14 14:19,TR,SGN,1799
2026-06-14 14:19,AK,CGK,1799
2026-06-14 14:19,3K,HAN,1799
2026-06-14 14:19,MM,FUK,1899
2026-06-14 14:19,MM,ICN,1899
2026-06-14 14:19,TR,SIN,1899
2026-06-14 14:19,3K,SIN,1899
2026-06-14 14:19,IT,BKK,1999
2026-06-14 14:19,MM,KIX,1999
2026-06-14 14:19,MM,NGO,1999
2026-06-14 14:19,AK,DPS,1999
2026-06-14 14:19,TRIP.COM,KNH,2177
2026-06-14 14:19,MM,NRT,2199
2026-06-14 14:19,TR,DPS,2199
2026-06-14 14:19,KUPI.COM,HKG,2203
2026-06-14 14:19,KIWI.COM,MNL,2219
2026-06-14 14:19,IT,CTS,2299
2026-06-14 14:19,IT,SIN,2299
2026-06-14 14:19,KIWI.COM,BKK,2403
2026-06-14 14:19,MM,CTS,2499
2026-06-14 14:19,KIWI.COM,SEL,2799
2026-06-14 14:19,IT,XMN,2799
2026-06-14 14:19,KIWI.COM,OKA,2814
2026-06-14 14:19,IT,PVG,2999
2026-06-14 14:19,АВИАСЕЙЛС,HAN,3055
2026-06-14 14:19,BILETIX,PUS,3517
2026-06-14 14:19,WINGIE,SGN,3537
2026-06-14 14:19,CITY.TRAVEL,DPS,3568
2026-06-14 14:19,FARERA,MFM,3637
2026-06-14 14:19,CITY.TRAVEL,KUL,3781
2026-06-14 14:19,CITY.TRAVEL,SHA,3824
2026-06-14 14:19,CITY.TRAVEL,HKT,4000
2026-06-14 14:19,АВИАСЕЙЛС,SIN,4005
2026-06-14 14:19,XX,SHA,4059
2026-06-14 14:19,FARERA,BJS,4333
2026-06-14 14:19,MYTRIP.COM,OKJ,4365
2026-06-14 14:19,GOTOGATE,CJU,4394
2026-06-14 14:19,TRIP.COM,OSA,4397
2026-06-14 14:19,CITY.TRAVEL,HGH,4443
2026-06-14 14:19,FARERA,TYO,4445
2026-06-14 14:19,CITY.TRAVEL,SAI,4448
2026-06-14 14:19,TRIP.COM,CNX,4458
2026-06-14 14:19,CI,XMN,4500
2026-06-14 14:19,TRIP.COM,SYX,4598
2026-06-14 14:19,KIWI.COM,BJS,4680
2026-06-14 14:19,KIWI.COM,CRK,4739
2026-06-14 14:19,CI,PVG,4800
2026-06-14 14:19,BILETIX,JKT,4860
2026-06-14 14:19,TRIP.COM,NGO,4868
2026-06-14 14:19,XX,BJS,4870
2026-06-14 14:19,ONETWOTRIP,XMN,4909
2026-06-14 14:19,FARERA,DAD,4933
2026-06-14 14:19,TRIP.COM,BJS,5093
2026-06-14 14:19,CI,CAN,5200
2026-06-14 14:19,BR,PVG,5200
2026-06-14 14:19,CITY.TRAVEL,NGB,5225
2026-06-14 14:19,KUPI.COM,CEB,5319
2026-06-14 14:19,MEGO.TRAVEL,NHA,5397
2026-06-14 14:19,BR,HGH,5400
2026-06-14 14:19,FARERA,SUB,5439
2026-06-14 14:19,TRIP.COM,ISG,5500
2026-06-14 14:19,BR,PEK,5500
2026-06-14 14:19,CLICKAVIA,SIA,5524
2026-06-14 14:19,CI,PEK,5800
2026-06-14 14:19,TRIP.COM,CAN,5911
2026-06-14 14:19,TRIP.COM,HAK,5939
2026-06-14 14:19,CITY.TRAVEL,WUH,6001
2026-06-14 14:19,XX,CAN,6178
2026-06-14 14:19,CI,CTU,6200
2026-06-14 14:19,MYTRIP.COM,FOC,6281
2026-06-14 14:19,CLICKAVIA,HIJ,6341
2026-06-14 14:19,ONETWOTRIP.COM,PQC,6356
2026-06-14 14:19,TRIP.COM,RGN,6567
2026-06-14 14:19,TRIP.COM,SZX,6570
2026-06-14 14:19,TRIP.COM,YNJ,6634
2026-06-14 14:19,MYTRIP.COM,XMN,6655
2026-06-14 14:19,WINGIE,TAO,6694
2026-06-14 14:19,TRIP.COM,KHN,6704
2026-06-14 14:19,WINGIE,XMN,6731
2026-06-14 14:19,KUPI.COM,KMJ,6733
2026-06-14 14:19,FARERA,CGO,6735
2026-06-14 14:19,CITY.TRAVEL,CKG,6749
2026-06-14 14:19,MYTRIP.COM,CKG,6878
2026-06-14 14:19,TRIP.COM,XMN,6907
2026-06-14 14:19,Т-БАНК,XMN,6933
2026-06-14 14:19,WINGIE,KMG,7023
2026-06-14 14:19,FLIGHTNETWORK,DLC,7158
2026-06-14 14:19,BR,ICN,7200
2026-06-14 14:19,CITY.TRAVEL,MPH,7480
2026-06-14 14:19,TRIP.COM,SPK,7494
2026-06-14 14:19,TRIP.COM,TAO,7514
2026-06-14 14:19,ONETWOTRIP.COM,LGK,7526
2026-06-14 14:19,KIWI.COM,KCZ,7558
2026-06-14 14:19,GOTOGATE,HPH,7678
2026-06-14 14:19,CITY.TRAVEL,SZX,7724
2026-06-14 14:19,WINGIE,TNA,7742
2026-06-14 14:19,CI,ICN,7800
2026-06-14 14:19,KUPI.COM,YIW,7812
2026-06-14 14:19,MYTRIP.COM,TAS,7854
2026-06-14 14:19,TR,SYD,7999
2026-06-14 14:19,AVIAKASSA,BWN,8045
2026-06-14 14:19,Т-БАНК,MOW,8230
2026-06-14 14:19,TRIP.COM,MEL,8443
2026-06-14 14:19,CI,KIX,8500
2026-06-14 14:19,JX,ICN,8500
2026-06-14 14:19,TR,MEL,8500
2026-06-14 14:19,KIWI.COM,KMQ,8538
2026-06-14 14:19,WINGIE,CSX,8776
2026-06-14 14:19,BR,NRT,8800
2026-06-14 14:19,3K,SYD,8999
2026-06-14 14:19,CI,NRT,9200
2026-06-14 14:19,JX,KIX,9200
2026-06-14 14:19,KIWI.COM,BPN,9487
2026-06-14 14:19,BR,SIN,9500
2026-06-14 14:19,3K,MEL,9500
2026-06-14 14:19,VAYAMA,SYD,9609
2026-06-14 14:19,TRIP.COM,VII,9613
2026-06-14 14:19,TRIP.COM,KMI,9676
2026-06-14 14:19,FLIGHTNETWORK,KTM,9706
2026-06-14 14:19,TURNA.COM,ALA,9733
2026-06-14 14:19,KIWI.COM,HKD,9740
2026-06-14 14:19,JX,NRT,9800
2026-06-14 14:19,CI,BKK,10500
2026-06-14 14:19,KIWI.COM,CMB,10538
2026-06-14 14:19,CITY.TRAVEL,NQZ,10567
2026-06-14 14:19,KIWI.COM,PER,10569
2026-06-14 14:19,KIWI.COM,AOJ,10715
2026-06-14 14:19,АВИАСЕЙЛС,LED,10939
2026-06-14 14:19,TRIP.COM,MSQ,11068
2026-06-14 14:19,CI,SIN,11200
2026-06-14 14:19,KUPI.COM,DXB,11344
2026-06-14 14:19,AVIAKASSA,UFA,11468
2026-06-14 14:19,JX,BKK,11500
2026-06-14 14:19,FARERA,PAR,11669
2026-06-14 14:19,JX,SIN,12000
2026-06-14 14:19,CITY.TRAVEL,ROM,12071
2026-06-14 14:19,TRIP.COM,ROR,12105
2026-06-14 14:19,AVIAKASSA,TJM,12387
2026-06-14 14:19,TRIP.COM,UBN,12565
2026-06-14 14:19,VAYAMA,WNH,12731
2026-06-14 14:19,АВИАСЕЙЛС,VVO,12816
2026-06-14 14:19,GOTOGATE,SHE,12914
2026-06-14 14:19,KUPI.COM,SHJ,13180
2026-06-14 14:19,BILETIX,SEA,13285
2026-06-14 14:19,MYTRIP.COM,SOF,13411
2026-06-14 14:19,KUPI.COM,AMS,13629
2026-06-14 14:19,ONETWOTRIP.COM,FRA,13773
2026-06-14 14:19,ONETWOTRIP,ATH,13949
2026-06-14 14:19,AVIAKASSA,IST,13960
2026-06-14 14:19,MYTRIP.COM,YVR,13997
2026-06-14 14:19,ONETWOTRIP.KZ,BAK,14197
2026-06-14 14:19,KIWI.COM,BUD,14314
2026-06-14 14:19,АВИАСЕЙЛС,IKT,14378
2026-06-14 14:19,SMARTFLIGHT,LZO,14420
2026-06-14 14:19,GOTOGATE,SKP,14420
2026-06-14 14:19,GOTOGATE,HAM,14669
2026-06-14 14:19,ONETWOTRIP.COM,BSZ,14675
2026-06-14 14:19,GOTOGATE,TNN,14764
2026-06-14 14:19,GOTOGATE,MUC,14898
2026-06-14 14:19,TRIP.COM,SFO,14936
2026-06-14 14:19,GOTOGATE,MIL,15066
2026-06-14 14:19,ONETWOTRIP.COM,PKR,15273
2026-06-14 14:19,WINGIE,JZH,15296
2026-06-14 14:19,GOTOGATE,DEL,15379
2026-06-14 14:19,MYTRIP.COM,MAD,15383
2026-06-14 14:19,CLICKAVIA,OVB,15416
2026-06-14 14:19,KUPI.COM,AKL,15463
2026-06-14 14:19,MYTRIP.COM,VIE,15479
2026-06-14 14:19,KUPI.COM,KZN,15683
2026-06-14 14:19,KUPI.COM,NKG,15801
2026-06-14 14:19,AVIAKASSA,SOQ,15977
2026-06-14 14:19,KUPI.COM,AER,16074
2026-06-14 14:19,KUPI.COM,AYT,16092
2026-06-14 14:19,AVIAKASSA,LAX,16147
2026-06-14 14:19,FARERA,GVA,16159
2026-06-14 14:19,SMARTFLIGHT,CPH,16228
2026-06-14 14:19,KUPI.COM,VOG,16362
2026-06-14 14:19,KUPI.COM,NBC,16588
2026-06-14 14:19,KUPI.COM,KJA,16694
2026-06-14 14:19,MYTRIP.COM,WAW,16826
2026-06-14 14:19,AVIAKASSA,HNL,17022
2026-06-14 14:19,ONETWOTRIP.COM,RMO,17030
2026-06-14 14:19,KUPI.COM,TLS,17065
2026-06-14 14:19,KIWI.COM,TGD,17108
2026-06-14 14:19,AVIAKASSA,TBS,17234
2026-06-14 14:19,KUPI.COM,PEE,17523
2026-06-14 14:19,GOTOGATE,YYC,17788
2026-06-14 14:19,KUPI.COM,KHV,17835
2026-06-14 14:19,TRIP.COM,BER,17986
2026-06-14 14:19,CITY.TRAVEL,ADL,17993
2026-06-14 14:19,TRIP.COM,YTO,18302
2026-06-14 14:19,UBFLY,STO,18457
2026-06-14 14:19,KUPI.COM,LCA,18844
2026-06-14 14:19,CITY.TRAVEL,NYC,19592
2026-06-14 14:19,GOTOGATE,JNB,19644
2026-06-14 14:19,KUPI.COM,SSH,19719
2026-06-14 14:19,BR,LHR,19800
2026-06-14 14:19,BR,AMS,20500
2026-06-14 14:19,AVIAKASSA,LYS,20759
2026-06-14 14:19,KIWI.COM,ZRH,20807
2026-06-14 14:19,TRIP.COM,EVN,20849
2026-06-14 14:19,ONETWOTRIP.COM,NCE,21345
2026-06-14 14:19,BR,CDG,21500
2026-06-14 14:19,CI,AMS,21800
2026-06-14 14:19,ONETWOTRIP.COM,PRG,21882
2026-06-14 14:19,BR,LAX,22000
2026-06-14 14:19,CI,CDG,22000
2026-06-14 14:19,ONETWOTRIP.COM,LIS,22009
2026-06-14 14:19,TRIP.COM,SVU,22223
2026-06-14 14:19,AVIAKASSA,MEX,23050
2026-06-14 14:19,CI,FRA,23500
2026-06-14 14:19,KIWI.COM,SWF,23653
2026-06-14 14:19,VAYAMA,ONT,23702
2026-06-14 14:19,BR,JFK,24500
2026-06-14 14:19,CI,LAX,25000
2026-06-14 14:19,KIWI.COM,PBH,25234
2026-06-14 14:19,KIWI.COM,ZQN,25487
2026-06-14 14:19,KUPI.COM,OAK,26121
2026-06-14 14:19,KUPI.COM,SJC,26121
2026-06-14 14:19,KIWI.COM,HGA,26345
2026-06-14 14:19,WINGIE,IBZ,26565
2026-06-14 14:19,JX,YVR,27500
2026-06-14 14:19,JX,LAX,28500
2026-06-14 14:19,CITY.TRAVEL,MHQ,29207
2026-06-14 14:19,JX,SFO,29500
2026-06-14 14:19,JX,JFK,31000
2026-06-14 14:19,VAYAMA,DUR,31062
2026-06-14 14:19,ONETWOTRIP,BCN,32783
2026-06-14 14:19,Т-БАНК,BOD,35972
2026-06-15 05:07,AK,MNL,1099
2026-06-15 05:07,AK,KUL,1199
2026-06-15 05:07,IT,OKA,1299
2026-06-15 05:07,AK,BKK,1299
2026-06-15 05:07,AK,SGN,1349
2026-06-15 05:07,AK,HAN,1399
2026-06-15 05:07,IT,KIX,1499
2026-06-15 05:07,IT,PUS,1499
2026-06-15 05:07,TR,KUL,1499
2026-06-15 05:07,AK,SIN,1499
2026-06-15 05:07,AK,DAD,1499
2026-06-15 05:07,IT,FUK,1599
2026-06-15 05:07,TR,BKK,1599
2026-06-15 05:07,3K,BKK,1599
2026-06-15 05:07,IT,ICN,1699
2026-06-15 05:07,IT,DMK,1699
2026-06-15 05:07,MM,OKA,1699
2026-06-15 05:07,TR,ICN,1699
2026-06-15 05:07,AK,HKT,1699
2026-06-15 05:07,3K,KUL,1699
2026-06-15 05:07,IT,NRT,1799
2026-06-15 05:07,TR,SGN,1799
2026-06-15 05:07,AK,CGK,1799
2026-06-15 05:07,3K,HAN,1799
2026-06-15 05:07,MM,FUK,1899
2026-06-15 05:07,MM,ICN,1899
2026-06-15 05:07,TR,SIN,1899
2026-06-15 05:07,3K,SIN,1899
2026-06-15 05:07,IT,BKK,1999
2026-06-15 05:07,MM,KIX,1999
2026-06-15 05:07,MM,NGO,1999
2026-06-15 05:07,AK,DPS,1999
2026-06-15 05:07,TRIP.COM,KNH,2172
2026-06-15 05:07,KUPI.COM,HKG,2199
2026-06-15 05:07,MM,NRT,2199
2026-06-15 05:07,TR,DPS,2199
2026-06-15 05:07,KIWI.COM,MNL,2214
2026-06-15 05:07,IT,CTS,2299
2026-06-15 05:07,IT,SIN,2299
2026-06-15 05:07,KIWI.COM,BKK,2398
2026-06-15 05:07,MM,CTS,2499
2026-06-15 05:07,KIWI.COM,SEL,2793
2026-06-15 05:07,IT,XMN,2799
2026-06-15 05:07,KIWI.COM,OKA,2809
2026-06-15 05:07,IT,PVG,2999
2026-06-15 05:07,АВИАСЕЙЛС,HAN,3049
2026-06-15 05:07,BILETIX,PUS,3510
2026-06-15 05:07,WINGIE,SGN,3530
2026-06-15 05:07,CITY.TRAVEL,DPS,3561
2026-06-15 05:07,FARERA,MFM,3629
2026-06-15 05:07,CITY.TRAVEL,KUL,3773
2026-06-15 05:07,CITY.TRAVEL,SHA,3816
2026-06-15 05:07,CITY.TRAVEL,HKT,3991
